round,date,num1,num2,num3,num4,num5,num6,bonus,winnernum,price,carryover
1227,2017/11/16,1,8,14,28,40,43,6,3,198250000,0
1226,2017/11/13,7,8,28,34,37,41,13,1,600000000,300000000
1225,2017/11/9,19,22,25,30,33,34,36,0,0,600000000
1224,2017/11/6,5,18,33,38,41,43,6,0,0,300000000
1223,2017/11/2,12,22,28,30,36,43,34,1,200000000,30000000
1222,2017/10/30,1,5,7,11,29,39,40,2,102040000,0
1221,2017/10/26,3,10,11,31,33,36,21,2,108910000,0
1220,2017/10/23,9,15,21,23,32,42,14,2,127210000,0
1219,2017/10/19,14,22,24,36,39,42,32,1,200000000,20000000
1218,2017/10/16,5,8,13,20,28,42,35,2,108140000,0
1217,2017/10/12,14,16,17,34,36,41,25,2,137420000,0
1216,2017/10/9,8,14,25,39,42,43,37,1,200000000,0
1215,2017/10/5,3,6,9,15,21,42,7,2,106360000,0
1214,2017/10/2,2,19,23,30,33,36,40,4,60790000,0
1213,2017/9/28,3,13,22,26,30,39,1,1,287590000,0
1212,2017/9/25,2,16,27,35,40,42,25,1,200000000,50000000
1211,2017/9/21,3,8,24,25,26,28,43,4,51870000,0
1210,2017/9/18,5,6,12,16,23,36,9,1,474680000,0
1209,2017/9/14,11,12,24,32,38,40,7,0,0,200000000
1208,2017/9/11,5,14,20,30,38,41,8,2,278690000,0
1207,2017/9/7,6,16,17,20,22,43,34,0,0,200000000
1206,2017/9/4,11,19,20,26,32,33,22,3,298060000,0
1205,2017/8/31,12,25,26,32,35,42,2,0,0,500000000
1204,2017/8/28,10,20,21,24,39,43,17,1,600000000,200000000
1203,2017/8/24,2,4,6,37,39,42,41,0,0,500000000
1202,2017/8/21,9,12,15,19,26,39,28,0,0,200000000
1201,2017/8/17,1,15,19,22,26,28,33,1,200000000,20000000
1200,2017/8/14,2,8,10,12,31,42,21,1,186940000,0
1199,2017/8/10,9,10,11,20,28,40,17,2,124150000,0
1198,2017/8/7,1,14,20,26,27,34,33,2,200000000,20000000
1197,2017/8/3,3,24,28,36,37,39,27,2,133470000,0
1196,2017/7/31,6,7,19,31,39,41,14,1,200000000,30000000
1195,2017/7/27,1,4,17,22,35,42,7,5,46950000,0
1194,2017/7/24,12,18,20,23,33,40,1,2,394320000,0
1193,2017/7/20,1,2,7,8,10,42,28,0,0,500000000
1192,2017/7/17,15,17,18,22,30,39,28,0,0,200000000
1191,2017/7/13,3,5,11,20,25,32,30,2,291800000,0
1190,2017/7/10,1,3,13,29,38,39,8,0,0,300000000
1189,2017/7/6,8,24,28,30,38,41,32,1,200000000,50000000
1188,2017/7/3,3,9,19,20,23,30,14,4,123970000,0
1187,2017/6/29,3,13,18,20,24,31,37,1,600000000,200000000
1186,2017/6/26,8,10,20,25,38,43,39,0,0,500000000
1185,2017/6/22,6,15,18,26,27,31,38,1,600000000,200000000
1184,2017/6/19,2,6,21,30,31,36,41,0,0,500000000
1183,2017/6/15,2,19,22,25,32,36,39,0,0,200000000
1182,2017/6/12,5,6,10,13,24,33,40,4,52790000,0
1181,2017/6/8,15,16,17,29,31,32,12,2,589180000,0
1180,2017/6/5,2,4,5,13,18,21,40,0,0,800000000
1179,2017/6/1,5,12,27,36,39,40,37,0,0,500000000
1178,2017/5/29,16,17,20,22,29,40,31,0,0,300000000
1177,2017/5/25,2,5,21,22,23,38,36,1,200000000,10000000
1176,2017/5/22,2,9,18,23,29,32,34,2,113680000,0
1175,2017/5/18,2,4,6,21,27,37,28,1,469000000,0
1174,2017/5/15,7,8,9,25,29,31,28,0,0,200000000
1173,2017/5/11,5,7,11,16,33,38,25,2,245500000,0
1172,2017/5/8,3,10,31,32,38,39,15,0,0,200000000
1171,2017/5/4,9,10,13,21,34,36,40,3,75590000,0
1170,2017/5/1,1,8,13,19,23,28,39,2,112790000,0
1169,2017/4/27,19,24,25,36,37,43,10,1,525590000,0
1168,2017/4/24,1,3,8,14,35,39,18,0,0,200000000
1167,2017/4/20,6,13,20,25,36,42,28,3,97670000,0
1166,2017/4/17,4,8,17,20,29,41,3,1,200000000,40000000
1165,2017/4/13,18,20,21,24,40,42,25,1,285640000,0
1164,2017/4/10,4,7,11,33,34,37,24,1,200000000,30000000
1163,2017/4/6,11,17,19,24,33,41,9,1,522070000,0
1162,2017/4/3,3,4,8,12,24,37,10,0,0,200000000
1161,2017/3/30,1,2,12,16,19,40,18,1,200000000,40000000
1160,2017/3/27,9,22,31,32,34,43,24,1,281850000,0
1159,2017/3/23,1,4,15,16,23,30,17,1,200000000,20000000
1158,2017/3/20,22,24,27,30,32,40,23,1,273100000,0
1157,2017/3/16,5,17,20,28,39,42,1,1,600000000,200000000
1156,2017/3/13,3,6,19,31,35,40,12,0,0,500000000
1155,2017/3/9,14,19,22,23,28,43,25,0,0,200000000
1154,2017/3/6,8,12,30,36,41,42,4,2,472130000,0
1153,2017/3/2,4,15,20,24,26,30,29,0,0,600000000
1152,2017/2/27,6,8,10,33,35,43,22,0,0,300000000
1151,2017/2/23,5,23,25,26,29,31,19,1,200000000,30000000
1150,2017/2/20,7,11,17,27,32,40,18,4,210760000,0
1149,2017/2/16,2,14,22,23,35,43,31,0,0,500000000
1148,2017/2/13,3,5,16,23,31,43,39,0,0,200000000
1147,2017/2/9,2,3,10,16,26,27,23,2,102760000,0
1146,2017/2/6,1,10,19,23,26,34,27,2,124690000,0
1145,2017/2/2,1,4,15,18,25,28,36,0,0,100000000
1144,2017/1/30,7,13,14,33,39,43,29,1,124530000,0
1143,2017/1/26,19,21,31,39,42,43,29,1,126350000,0
1142,2017/1/23,12,13,19,23,28,35,31,1,112870000,0
1141,2017/1/19,1,4,10,14,24,26,29,3,37790000,0
1140,2017/1/16,11,21,30,31,36,37,23,1,331660000,0
1139,2017/1/12,4,6,14,17,23,33,26,1,400000000,200000000
1138,2017/1/9,8,15,21,24,35,38,22,0,0,400000000
1137,2017/1/5,1,18,21,31,37,41,20,0,0,300000000
1136,2016/12/29,3,4,7,8,22,33,18,1,400000000,100000000
1135,2016/12/26,20,22,28,29,32,41,14,0,0,400000000
1134,2016/12/22,5,6,12,14,30,38,29,0,0,200000000
1133,2016/12/19,3,18,19,20,37,38,9,0,0,100000000
1132,2016/12/15,4,5,24,29,33,35,40,1,116000000,0
1131,2016/12/12,6,12,25,36,38,41,18,2,54300000,0
1130,2016/12/8,1,11,37,38,39,42,26,1,121250000,0
1129,2016/12/5,6,11,19,28,30,43,32,2,193230000,0
1128,2016/12/1,3,15,21,29,30,35,39,0,0,200000000
1127,2016/11/28,9,15,17,21,23,42,24,0,0,100000000
1126,2016/11/24,4,5,26,30,34,42,27,2,121770000,0
1125,2016/11/21,2,16,19,20,24,36,27,0,0,100000000
1124,2016/11/17,1,16,24,28,40,42,33,1,120120000,0
1123,2016/11/14,4,8,23,29,34,35,15,3,184680000,0
1122,2016/11/10,22,24,29,31,32,34,40,0,0,400000000
1121,2016/11/7,2,8,31,38,40,42,41,0,0,200000000
1120,2016/11/3,10,12,13,29,35,39,33,0,0,100000000
1119,2016/10/31,3,6,15,21,42,43,11,3,81460000,0
1118,2016/10/27,1,11,21,25,34,36,28,0,0,100000000
1117,2016/10/24,2,6,7,9,19,23,21,2,174610000,0
1116,2016/10/20,1,11,33,34,35,38,29,0,0,200000000
1115,2016/10/17,3,10,12,26,38,42,4,4,56680000,0
1114,2016/10/13,2,7,9,28,38,39,26,0,0,100000000
1113,2016/10/10,1,12,14,26,34,41,6,1,232610000,0
1112,2016/10/6,6,9,15,19,39,42,34,0,0,100000000
1111,2016/10/3,6,16,17,27,33,41,42,2,56060000,0
1110,2016/9/29,1,6,21,34,36,39,29,1,119660000,0
1109,2016/9/26,6,8,14,27,36,42,28,2,116340000,0
1108,2016/9/22,12,25,29,32,38,43,35,0,0,100000000
1107,2016/9/19,6,7,12,22,30,33,36,1,99930000,0
1106,2016/9/15,1,4,8,10,18,33,15,3,35490000,0
1105,2016/9/12,12,15,25,31,39,40,26,3,39240000,0
1104,2016/9/8,15,25,32,33,36,38,40,1,240480000,0
1103,2016/9/5,8,13,14,18,24,38,25,0,0,100000000
1102,2016/9/1,3,6,9,13,36,37,32,2,53340000,0
1101,2016/8/29,4,5,7,10,13,16,1,1,104500000,0
1100,2016/8/25,2,6,16,23,32,35,37,3,37950000,0
1099,2016/8/22,6,8,12,17,18,24,35,5,45970000,0
1098,2016/8/18,1,19,31,33,35,43,29,0,0,100000000
1097,2016/8/15,1,5,8,14,19,21,4,1,220810000,0
1096,2016/8/11,6,19,21,31,38,41,40,0,0,100000000
1095,2016/8/8,3,6,15,18,23,27,38,2,46370000,0
1094,2016/8/4,6,7,20,24,28,43,11,1,243900000,0
1093,2016/8/1,4,19,26,40,42,43,9,0,0,100000000
1092,2016/7/28,2,11,18,27,30,33,14,1,104830000,0
1091,2016/7/25,21,22,24,26,28,30,38,15,8040000,0
1090,2016/7/21,3,10,15,22,27,40,23,2,52370000,0
1089,2016/7/18,5,17,19,22,41,42,4,1,110840000,0
1088,2016/7/14,5,8,16,24,32,33,22,2,52480000,0
1087,2016/7/11,10,13,26,27,30,36,6,1,245450000,0
1086,2016/7/7,3,7,9,31,38,43,29,0,0,100000000
1085,2016/7/4,3,20,21,30,34,35,23,1,120330000,0
1084,2016/6/30,1,7,20,28,34,38,16,2,62270000,0
1083,2016/6/27,10,13,15,18,25,38,20,2,38340000,0
1082,2016/6/23,9,12,19,21,39,40,16,2,121700000,0
1081,2016/6/20,6,8,13,17,18,20,28,0,0,100000000
1080,2016/6/16,6,15,16,19,38,41,23,1,119880000,0
1079,2016/6/13,8,12,19,24,30,36,42,4,26760000,0
1078,2016/6/9,3,12,20,33,35,41,34,1,111580000,0
1077,2016/6/6,1,4,9,23,30,36,5,2,197900000,0
1076,2016/6/2,21,22,24,30,31,43,19,0,0,300000000
1075,2016/5/30,7,8,21,24,34,42,1,0,0,100000000
1074,2016/5/26,8,9,16,27,30,33,19,2,115600000,0
1073,2016/5/23,1,3,5,8,20,39,30,0,0,100000000
1072,2016/5/19,3,17,20,32,36,43,4,2,59090000,0
1071,2016/5/16,1,10,25,27,31,40,3,2,126630000,0
1070,2016/5/12,11,21,25,34,35,36,15,0,0,100000000
1069,2016/5/9,12,17,26,30,33,40,8,4,30230000,0
1068,2016/5/5,3,9,21,34,35,42,4,1,110870000,0
1067,2016/5/2,5,9,25,27,28,33,10,1,108250000,0
1066,2016/4/28,2,11,29,36,40,42,17,2,62520000,0
1065,2016/4/25,11,13,27,37,41,42,40,2,61590000,0
1064,2016/4/21,4,13,18,27,30,39,34,1,112750000,0
1063,2016/4/18,6,12,13,34,38,42,41,2,127440000,0
1062,2016/4/14,2,7,28,39,42,43,41,0,0,100000000
1061,2016/4/11,1,12,14,16,20,29,4,1,121140000,0
1060,2016/4/7,5,10,16,17,32,37,36,1,112700000,0
1059,2016/4/4,8,26,27,29,35,43,6,2,61710000,0
1058,2016/3/31,11,12,17,23,29,43,37,1,115480000,0
1057,2016/3/28,2,11,19,21,28,38,25,1,376790000,0
1056,2016/3/24,14,16,19,29,32,37,24,0,0,200000000
1055,2016/3/21,5,11,20,25,26,32,6,0,0,100000000
1054,2016/3/17,7,9,10,19,28,33,36,1,107800000,0
1053,2016/3/14,4,11,23,27,35,42,15,3,82240000,0
1052,2016/3/10,6,26,34,37,42,43,13,0,0,100000000
1051,2016/3/7,5,13,20,28,30,32,16,1,119160000,0
1050,2016/3/3,3,8,14,28,31,43,35,3,38670000,0
1049,2016/2/29,3,6,15,23,24,31,11,1,254000000,0
1048,2016/2/26,26,27,30,31,34,40,20,0,0,100000000
1047,2016/2/22,5,9,13,31,32,35,26,1,254360000,0
1046,2016/2/18,6,13,17,18,27,43,21,0,0,100000000
1045,2016/2/15,1,19,21,30,31,43,18,2,64730000,0
1044,2016/2/11,3,7,16,26,34,39,23,1,111440000,0
1043,2016/2/8,21,29,30,32,38,42,16,1,132230000,0
1042,2016/2/4,4,10,11,12,18,25,36,12,8290000,0
1041,2016/2/1,14,22,27,29,33,37,24,3,39360000,0
1040,2016/1/28,7,13,15,21,23,34,12,4,65170000,0
1039,2016/1/25,6,9,20,34,37,41,25,0,0,100000000
1038,2016/1/21,3,7,24,25,27,39,20,2,52510000,0
1037,2016/1/18,1,3,12,13,21,32,41,1,113810000,0
1036,2016/1/14,2,8,17,27,30,31,13,4,61720000,0
1035,2016/1/11,9,15,17,19,27,33,40,0,0,100000000
1034,2016/1/7,14,20,24,25,31,32,29,1,127300000,0
1033,2016/1/4,1,15,21,24,37,41,7,2,282750000,0
1032,2015/12/28,11,20,21,30,36,43,17,0,0,400000000
1031,2015/12/24,2,4,7,22,32,35,1,0,0,300000000
1030,2015/12/21,4,9,17,20,23,42,19,0,0,100000000
1029,2015/12/17,5,13,22,31,37,39,4,1,119020000,0
1028,2015/12/14,7,10,18,21,28,36,40,4,62660000,0
1027,2015/12/10,13,16,17,19,20,38,18,0,0,100000000
1026,2015/12/7,1,8,11,17,22,26,31,2,52910000,0
1025,2015/12/3,10,17,20,21,36,43,34,1,260940000,0
1024,2015/11/30,2,4,5,20,37,43,32,0,0,100000000
1023,2015/11/26,9,17,24,25,33,40,43,2,58340000,0
1022,2015/11/23,3,15,19,30,34,37,12,2,128120000,0
1021,2015/11/19,3,30,32,33,34,39,28,0,0,100000000
1020,2015/11/16,2,25,27,28,35,42,6,3,133480000,0
1019,2015/11/12,8,14,15,22,25,40,19,0,0,300000000
1018,2015/11/9,3,22,25,28,32,39,21,0,0,100000000
1017,2015/11/5,1,4,24,30,39,40,5,3,103750000,0
1016,2015/11/2,1,14,31,32,39,42,34,0,0,200000000
1015,2015/10/29,9,14,20,23,27,32,22,1,400000000,20000000
1014,2015/10/26,2,3,9,19,40,42,6,0,0,300000000
1013,2015/10/22,3,20,36,38,39,41,22,0,0,100000000
1012,2015/10/19,9,11,19,22,27,38,2,1,108210000,0
1011,2015/10/15,23,26,27,29,30,43,6,1,129960000,0
1010,2015/10/12,6,12,16,24,25,37,17,2,196660000,0
1009,2015/10/8,3,19,34,36,40,43,28,0,0,300000000
1008,2015/10/5,11,14,16,21,24,39,36,0,0,100000000
1007,2015/10/1,3,8,17,25,28,43,42,1,113490000,0
1006,2015/9/28,7,8,16,31,32,33,12,1,124750000,0
1005,2015/9/24,5,13,20,24,25,27,42,1,111150000,0
1004,2015/9/21,3,21,23,24,27,32,36,1,108150000,0
1003,2015/9/17,13,22,26,34,38,43,42,2,136050000,0
1002,2015/9/14,8,14,22,25,27,41,11,0,0,100000000
1001,2015/9/10,9,12,15,16,18,35,2,1,400000000,0
1000,2015/9/7,1,15,21,22,26,29,37,0,0,300000000
999,2015/9/3,8,15,17,30,32,36,43,0,0,100000000
998,2015/8/31,1,3,12,19,26,29,28,2,120240000,0
997,2015/8/27,3,5,8,11,33,43,23,1,400000000,100000000
996,2015/8/24,1,3,14,26,27,42,25,0,0,400000000
995,2015/8/20,7,11,17,21,37,39,36,1,400000000,200000000
994,2015/8/17,18,22,29,31,39,43,9,0,0,500000000
993,2015/8/13,1,5,10,32,38,40,18,0,0,300000000
992,2015/8/10,4,6,8,22,27,38,34,0,0,90000000
991,2015/8/6,3,18,21,25,29,37,35,3,35920000,0
990,2015/8/3,4,12,16,27,28,41,42,4,26700000,0
989,2015/7/30,5,7,31,33,36,39,21,1,246680000,0
988,2015/7/27,5,6,10,22,34,41,19,0,0,100000000
987,2015/7/23,3,14,15,24,25,36,33,4,27890000,0
986,2015/7/20,4,11,17,30,36,43,5,2,56730000,0
985,2015/7/16,3,11,19,26,29,38,31,4,60290000,0
984,2015/7/13,14,23,24,28,37,38,20,0,0,100000000
983,2015/7/9,15,19,32,35,36,38,31,1,271680000,0
982,2015/7/6,15,19,21,22,29,40,42,0,0,100000000
981,2015/7/2,14,19,22,23,31,37,21,1,120190000,0
980,2015/6/29,15,20,23,35,38,42,13,3,75200000,0
979,2015/6/25,9,12,16,18,27,38,10,1,400000000,80000000
978,2015/6/22,3,11,19,30,38,42,31,1,400000000,300000000
977,2015/6/18,10,15,17,27,42,43,33,0,0,500000000
976,2015/6/15,6,13,22,28,42,43,29,0,0,400000000
975,2015/6/11,3,11,13,27,29,36,15,0,0,200000000
974,2015/6/8,2,3,29,30,32,43,26,0,0,100000000
973,2015/6/4,1,5,6,12,30,31,24,2,49730000,0
972,2015/6/1,2,7,17,18,21,40,29,1,117790000,0
971,2015/5/28,2,3,4,12,22,29,11,4,25710000,0
970,2015/5/25,2,4,18,23,31,38,1,2,55920000,0
969,2015/5/21,3,9,19,22,23,40,10,1,113130000,0
968,2015/5/18,6,10,15,20,23,26,17,1,110910000,0
967,2015/5/14,1,11,26,30,32,40,8,1,123100000,0
966,2015/5/11,10,22,31,34,36,43,30,1,133070000,0
965,2015/5/7,10,12,19,20,21,22,13,2,126650000,0
964,2015/5/4,2,21,23,29,30,43,26,0,0,100000000
963,2015/4/30,4,23,29,31,32,35,17,2,64350000,0
962,2015/4/27,4,6,10,24,32,37,35,4,29600000,0
961,2015/4/23,5,11,17,18,19,25,34,1,115010000,0
960,2015/4/20,5,18,23,32,35,39,10,2,61430000,0
959,2015/4/16,1,16,18,28,36,38,42,1,135030000,0
958,2015/4/13,9,18,23,24,26,30,21,2,59350000,0
957,2015/4/9,2,11,22,32,36,42,20,3,86590000,0
956,2015/4/6,1,4,6,22,24,38,34,0,0,100000000
955,2015/4/2,14,19,27,28,37,42,24,1,267080000,0
954,2015/3/30,3,23,24,28,29,42,41,0,0,100000000
953,2015/3/26,2,9,17,38,39,42,20,4,30370000,0
952,2015/3/23,10,16,22,25,31,39,27,2,143120000,0
951,2015/3/19,11,15,22,23,26,30,37,0,0,100000000
950,2015/3/16,2,6,16,24,30,41,18,1,400000000,20000000
949,2015/3/12,5,19,26,36,39,43,9,0,0,200000000
948,2015/3/9,7,16,17,28,39,43,24,0,0,100000000
947,2015/3/5,1,6,21,23,27,40,9,2,61390000,0
946,2015/3/2,2,9,12,16,31,36,41,4,29990000,0
945,2015/2/26,3,10,15,23,36,37,31,2,59480000,0
944,2015/2/23,7,20,25,29,33,37,27,1,129550000,0
943,2015/2/19,9,10,14,15,39,43,25,3,87910000,0
942,2015/2/16,2,3,14,27,28,38,8,0,0,100000000
941,2015/2/12,5,12,22,29,38,39,19,1,121390000,0
940,2015/2/9,1,18,28,31,35,37,39,1,272040000,0
939,2015/2/5,8,11,15,17,26,43,32,0,0,100000000
938,2015/2/2,5,9,12,19,30,35,29,3,40460000,0
937,2015/1/29,13,15,21,25,36,41,8,3,89470000,0
936,2015/1/26,1,3,12,16,20,35,5,0,0,100000000
935,2015/1/22,2,12,14,26,38,43,8,2,58010000,0
934,2015/1/19,3,7,16,17,20,32,12,1,125970000,0
933,2015/1/15,5,9,20,21,31,41,26,2,62690000,0
932,2015/1/12,4,15,30,37,42,43,32,1,276720000,0
931,2015/1/8,14,18,19,24,25,33,21,0,0,100000000
930,2015/1/5,10,12,37,39,40,43,11,1,137750000,0
929,2014/12/29,10,12,15,25,31,34,26,5,43470000,0
928,2014/12/25,1,21,23,26,31,33,14,1,400000000,100000000
927,2014/12/22,2,29,30,31,33,34,37,0,0,300000000
926,2014/12/18,16,26,32,35,37,39,25,0,0,100000000
925,2014/12/15,25,26,27,28,32,37,40,3,97250000,0
924,2014/12/11,13,20,24,32,35,42,43,0,0,100000000
923,2014/12/8,5,13,30,31,32,35,29,2,68160000,0
922,2014/12/4,4,6,19,32,33,38,1,2,342420000,0
921,2014/12/1,5,7,26,36,38,39,32,1,400000000,500000000
920,2014/11/27,9,17,27,30,35,38,6,0,0,700000000
919,2014/11/24,2,9,12,17,33,42,26,0,0,500000000
918,2014/11/20,10,15,25,29,34,36,39,0,0,400000000
917,2014/11/17,2,6,25,26,41,42,18,0,0,100000000
916,2014/11/13,6,14,25,27,38,43,21,1,115930000,0
915,2014/11/10,7,12,21,33,38,40,42,4,100780000,0
914,2014/11/6,2,3,26,33,36,40,19,0,0,200000000
913,2014/11/3,5,8,20,31,36,41,16,2,60950000,0
912,2014/10/30,5,14,19,20,32,42,11,2,64620000,0
911,2014/10/27,8,16,18,22,27,35,3,1,118690000,0
910,2014/10/23,11,12,13,17,25,33,14,1,109770000,0
909,2014/10/20,12,15,21,27,30,35,28,1,121770000,0
908,2014/10/16,6,14,21,22,23,30,32,1,119930000,0
907,2014/10/13,5,13,18,22,27,41,19,5,49350000,0
906,2014/10/9,6,9,12,13,30,40,31,0,0,100000000
905,2014/10/6,4,15,24,40,41,42,31,2,131280000,0
904,2014/10/2,2,4,6,15,21,41,29,0,0,100000000
903,2014/9/29,1,3,6,7,16,19,12,1,113300000,0
902,2014/9/25,11,21,26,31,32,33,22,1,269160000,0
901,2014/9/22,6,13,22,28,29,37,14,0,0,100000000
900,2014/9/18,8,12,21,22,31,35,2,2,63210000,0
899,2014/9/15,3,10,15,18,27,40,38,1,115360000,0
898,2014/9/11,13,17,21,25,29,37,23,4,31560000,0
897,2014/9/8,8,10,14,15,27,30,12,3,89070000,0
896,2014/9/4,5,6,21,27,32,38,34,0,0,100000000
895,2014/9/1,5,12,24,25,37,38,39,6,19450000,0
894,2014/8/28,4,5,9,20,21,32,40,2,229890000,0
893,2014/8/25,10,12,26,28,29,37,34,0,0,200000000
892,2014/8/21,14,19,31,35,40,43,38,0,0,100000000
891,2014/8/18,7,9,14,30,42,43,24,2,213050000,0
890,2014/8/14,1,4,6,14,28,31,21,0,0,200000000
889,2014/8/11,2,10,21,28,41,43,12,0,0,100000000
888,2014/8/7,2,4,9,36,37,39,43,1,122980000,0
887,2014/8/4,3,4,6,18,32,37,7,1,114990000,0
886,2014/7/31,7,10,13,23,34,39,11,1,120130000,0
885,2014/7/28,22,28,33,36,37,41,14,1,269040000,0
884,2014/7/24,2,7,25,26,38,42,19,0,0,100000000
883,2014/7/21,10,16,25,29,38,42,23,1,118290000,0
882,2014/7/17,5,15,23,26,30,36,6,1,262260000,0
881,2014/7/14,4,6,12,18,28,41,35,0,0,100000000
880,2014/7/10,1,8,11,16,25,32,19,2,140520000,0
879,2014/7/7,24,27,34,35,36,43,25,0,0,100000000
878,2014/7/3,5,14,16,22,25,40,43,1,290600000,0
877,2014/6/30,3,14,17,32,35,43,10,0,0,100000000
876,2014/6/26,11,12,18,25,35,39,9,1,128620000,0
875,2014/6/23,4,5,11,13,22,25,43,2,129780000,0
874,2014/6/19,2,8,21,27,33,37,42,0,0,100000000
873,2014/6/16,4,22,26,27,32,43,20,1,136310000,0
872,2014/6/12,6,10,17,18,19,24,7,1,117970000,0
871,2014/6/9,3,10,11,13,20,27,25,3,38170000,0
870,2014/6/5,1,11,14,21,23,39,26,1,129030000,0
869,2014/6/2,5,7,23,24,37,38,40,7,89020000,0
868,2014/5/29,5,18,19,26,31,43,10,0,0,400000000
867,2014/5/26,2,14,21,26,37,38,18,0,0,200000000
866,2014/5/22,1,3,10,21,29,43,39,0,0,100000000
865,2014/5/19,5,7,8,12,23,25,26,6,16720000,0
864,2014/5/15,19,21,24,28,32,40,12,2,68690000,0
863,2014/5/12,4,14,18,26,35,36,2,2,145530000,0
862,2014/5/8,5,10,16,34,36,39,43,0,0,100000000
861,2014/5/5,4,17,21,28,35,42,29,3,41470000,0
860,2014/5/1,14,16,32,35,38,41,6,3,101550000,0
859,2014/4/28,1,12,15,17,21,36,24,0,0,100000000
858,2014/4/24,3,14,29,32,33,42,40,2,71350000,0
857,2014/4/21,1,3,6,17,28,42,24,1,128070000,0
856,2014/4/17,10,24,32,34,38,40,43,2,155260000,0
855,2014/4/14,10,13,15,25,37,42,30,0,0,100000000
854,2014/4/10,4,11,14,18,25,37,42,1,280740000,0
853,2014/4/7,2,9,22,26,31,35,7,0,0,100000000
852,2014/4/3,3,17,22,23,27,40,35,1,129220000,0
851,2014/3/31,5,8,14,20,26,27,7,3,96120000,0
850,2014/3/27,2,11,30,32,38,41,4,0,0,100000000
849,2014/3/24,1,3,4,10,15,40,34,2,64040000,0
848,2014/3/20,6,7,13,15,35,39,33,2,232900000,0
847,2014/3/17,9,10,23,31,35,36,38,0,0,300000000
846,2014/3/13,9,14,18,28,30,33,4,0,0,100000000
845,2014/3/10,2,12,13,22,24,34,20,1,270730000,0
844,2014/3/6,2,5,18,27,35,38,24,0,0,100000000
843,2014/3/3,3,7,8,26,42,43,11,1,132560000,0
842,2014/2/27,8,11,17,26,33,43,24,2,142960000,0
841,2014/2/24,8,22,24,28,31,36,38,0,0,100000000
840,2014/2/20,3,4,17,24,27,34,39,2,62490000,0
839,2014/2/17,1,3,5,12,13,38,37,2,58810000,0
838,2014/2/13,12,28,32,36,38,43,13,1,302480000,0
837,2014/2/10,5,17,34,37,39,42,28,0,0,100000000
836,2014/2/6,7,11,31,34,38,43,28,2,69970000,0
835,2014/2/3,5,9,10,28,39,40,24,4,76160000,0
834,2014/1/30,4,17,27,39,41,42,8,0,0,100000000
833,2014/1/27,5,6,13,20,22,28,2,1,129860000,0
832,2014/1/23,19,24,27,31,32,33,17,2,70320000,0
831,2014/1/20,3,4,7,13,22,31,19,3,42070000,0
830,2014/1/16,5,6,9,18,28,40,22,4,34140000,0
829,2014/1/13,2,3,23,32,36,39,20,1,136210000,0
828,2014/1/9,2,9,10,24,25,43,26,1,293780000,0
827,2014/1/6,2,4,23,24,33,41,5,0,0,100000000
826,2013/12/30,5,15,22,24,29,36,2,3,45120000,0
825,2013/12/26,6,10,12,16,39,40,20,4,73800000,0
824,2013/12/23,16,19,26,27,29,32,4,0,0,100000000
823,2013/12/19,5,6,23,30,37,38,28,2,66920000,0
822,2013/12/16,6,11,15,24,27,33,29,5,24740000,0
821,2013/12/12,7,10,12,34,40,43,16,1,141090000,0
820,2013/12/9,1,11,19,28,39,43,16,1,137490000,0
819,2013/12/5,10,19,23,25,30,40,14,2,150050000,0
818,2013/12/2,5,21,24,34,37,38,16,0,0,100000000
817,2013/11/28,16,21,27,32,34,43,42,1,145730000,0
816,2013/11/25,5,14,19,24,27,37,9,2,62450000,0
815,2013/11/21,1,2,6,24,25,41,29,1,127090000,0
814,2013/11/18,4,7,15,23,38,42,1,5,26250000,0
813,2013/11/14,9,10,12,13,28,38,39,3,98110000,0
812,2013/11/11,1,12,15,26,34,40,22,0,0,100000000
811,2013/11/7,2,6,20,24,31,40,34,1,141000000,0
810,2013/11/4,3,31,32,38,39,40,37,4,36260000,0
809,2013/10/31,2,11,20,31,32,37,17,3,107750000,0
808,2013/10/28,13,18,22,28,41,42,26,0,0,100000000
807,2013/10/24,1,6,12,20,22,23,27,1,291480000,0
806,2013/10/21,3,16,19,25,39,40,29,0,0,100000000
805,2013/10/17,2,14,19,22,24,43,6,1,140180000,0
804,2013/10/14,6,20,23,25,31,33,30,2,150890000,0
803,2013/10/10,9,29,33,34,35,41,27,0,0,100000000
802,2013/10/7,9,13,18,19,25,30,15,1,128450000,0
801,2013/10/3,2,18,19,20,25,31,32,1,145320000,0
800,2013/9/30,8,12,22,23,25,35,43,1,131170000,0
799,2013/9/26,4,6,8,10,19,28,25,7,58920000,0
798,2013/9/23,1,3,5,25,39,41,34,0,0,200000000
797,2013/9/19,1,4,13,18,23,39,35,2,68770000,0
796,2013/9/16,1,7,11,14,22,34,2,1,121870000,0
795,2013/9/12,13,19,24,28,33,38,29,7,73310000,0
794,2013/9/9,15,22,25,29,34,42,2,0,0,300000000
793,2013/9/5,10,13,14,19,26,43,12,0,0,100000000
792,2013/9/2,1,7,14,25,37,43,4,2,70620000,0
791,2013/8/29,1,10,22,24,34,37,20,1,149630000,0
790,2013/8/26,9,13,19,27,34,38,8,3,102880000,0
789,2013/8/22,12,17,29,32,38,40,28,0,0,100000000
788,2013/8/19,2,8,13,27,31,32,16,2,65270000,0
787,2013/8/15,4,5,13,21,33,34,15,1,130770000,0
